intellect, crit_rating, haste_rating, mastery_rating, versatility_rating,  DPS, DPS-Error
-1000, 3000, 1000, -1000, -2000, 1.16349e+06, 271.625, 
-1000, 3000, 1000, 1000, -4000, 1.16388e+06, 269.821, 
-1000, 3000, 3000, -3000, -2000, 1.14814e+06, 265.274, 
-1000, 3000, 3000, -1000, -4000, 1.15106e+06, 264.128, 
-1000, 3000, 5000, -3000, -4000, 1.13318e+06, 262.712, 
-1000, 5000, -5000, -3000, 4000, 1.09937e+06, 416.59, 
-1000, 5000, -5000, -1000, 2000, 1.10602e+06, 417.009, 
-1000, 5000, -5000, 1000, 0, 1.10846e+06, 418.36, 
-1000, 5000, -5000, 3000, -2000, 1.10763e+06, 409.635, 
-1000, 5000, -5000, 5000, -4000, 1.10369e+06, 409.228, 
-1000, 5000, -3000, -3000, 2000, 1.143e+06, 422.405, 
-1000, 5000, -3000, -1000, 0, 1.14839e+06, 425.813, 
-1000, 5000, -3000, 1000, -2000, 1.14975e+06, 421.838, 
-1000, 5000, -3000, 3000, -4000, 1.14759e+06, 419.112, 
-1000, 5000, -1000, -3000, 0, 1.16284e+06, 298.728, 
-1000, 5000, -1000, -1000, -2000, 1.16707e+06, 297.297, 
-1000, 5000, -1000, 1000, -4000, 1.16697e+06, 290.129, 
-1000, 5000, 1000, -3000, -2000, 1.16024e+06, 271.654, 
-1000, 5000, 1000, -1000, -4000, 1.16281e+06, 267.207, 
-1000, 5000, 3000, -3000, -4000, 1.14762e+06, 265.666, 
1000, -5000, -5000, 5000, 4000, 1.04538e+06, 386.185, 
1000, -5000, -3000, 3000, 4000, 1.08048e+06, 405.659, 
1000, -5000, -3000, 5000, 2000, 1.08256e+06, 406.427, 
1000, -5000, -1000, 1000, 4000, 1.11334e+06, 406.94, 
1000, -5000, -1000, 3000, 2000, 1.11754e+06, 405.863, 
1000, -5000, -1000, 5000, 0, 1.11854e+06, 407.037, 
1000, -5000, 1000, -1000, 4000, 1.12813e+06, 287.238, 
1000, -5000, 1000, 1000, 2000, 1.1351e+06, 287.165, 
1000, -5000, 1000, 3000, 0, 1.13811e+06, 283.072, 
1000, -5000, 1000, 5000, -2000, 1.13775e+06, 281.395, 
1000, -5000, 3000, -3000, 4000, 1.1154e+06, 251.615, 
1000, -5000, 3000, -1000, 2000, 1.12481e+06, 251.179, 
1000, -5000, 3000, 1000, 0, 1.13052e+06, 247.56, 
1000, -5000, 3000, 3000, -2000, 1.13197e+06, 245.936, 
1000, -5000, 3000, 5000, -4000, 1.12964e+06, 243.244, 
1000, -5000, 5000, -3000, 2000, 1.10562e+06, 248.105, 
1000, -5000, 5000, -1000, 0, 1.11351e+06, 245.935, 
1000, -5000, 5000, 1000, -2000, 1.1178e+06, 245.601, 
1000, -5000, 5000, 3000, -4000, 1.11792e+06, 241.619, 
1000, -3000, -5000, 3000, 4000, 1.06148e+06, 399.093, 
1000, -3000, -5000, 5000, 2000, 1.06256e+06, 399.021, 
1000, -3000, -3000, 1000, 4000, 1.09554e+06, 422.069, 
1000, -3000, -3000, 3000, 2000, 1.09901e+06, 421.552, 
1000, -3000, -3000, 5000, 0, 1.09941e+06, 418.917, 
1000, -3000, -1000, -1000, 4000, 1.1264e+06, 394.396, 
1000, -3000, -1000, 1000, 2000, 1.13178e+06, 396.607, 
1000, -3000, -1000, 3000, 0, 1.13487e+06, 391.787, 
1000, -3000, -1000, 5000, -2000, 1.13366e+06, 394.018, 
1000, -3000, 1000, -3000, 4000, 1.13321e+06, 281.12, 
1000, -3000, 1000, -1000, 2000, 1.14212e+06, 276.134, 
1000, -3000, 1000, 1000, 0, 1.14696e+06, 273.368, 
1000, -3000, 1000, 3000, -2000, 1.14834e+06, 273.146, 
1000, -3000, 1000, 5000, -4000, 1.14601e+06, 273.36, 
1000, -3000, 3000, -3000, 2000, 1.1275e+06, 259.79, 
1000, -3000, 3000, -1000, 0, 1.13527e+06, 256.215, 
1000, -3000, 3000, 1000, -2000, 1.13884e+06, 252.562, 
1000, -3000, 3000, 3000, -4000, 1.13843e+06, 251.944, 
1000, -3000, 5000, -3000, 0, 1.11611e+06, 255.063, 
1000, -3000, 5000, -1000, -2000, 1.122e+06, 251.234, 
1000, -3000, 5000, 1000, -4000, 1.12424e+06, 249.024, 
1000, -1000, -5000, 1000, 4000, 1.07342e+06, 409.618, 
1000, -1000, -5000, 3000, 2000, 1.07616e+06, 406.806, 
1000, -1000, -5000, 5000, 0, 1.07604e+06, 406.684, 
1000, -1000, -3000, -1000, 4000, 1.10729e+06, 430.521, 
1000, -1000, -3000, 1000, 2000, 1.11286e+06, 436.89, 
1000, -1000, -3000, 3000, 0, 1.11448e+06, 432.894, 
1000, -1000, -3000, 5000, -2000, 1.11329e+06, 429.856, 
1000, -1000, -1000, -3000, 4000, 1.13376e+06, 370.421, 
1000, -1000, -1000, -1000, 2000, 1.1424e+06, 373.441, 
1000, -1000, -1000, 1000, 0, 1.14645e+06, 370.092, 
1000, -1000, -1000, 3000, -2000, 1.14715e+06, 371.809, 
1000, -1000, -1000, 5000, -4000, 1.14431e+06, 365.107, 
1000, -1000, 1000, -3000, 2000, 1.14459e+06, 276.114, 
1000, -1000, 1000, -1000, 0, 1.15165e+06, 272.013, 
1000, -1000, 1000, 1000, -2000, 1.15436e+06, 267.689, 
1000, -1000, 1000, 3000, -4000, 1.15339e+06, 265.779, 
1000, -1000, 3000, -3000, 0, 1.13621e+06, 264.637, 
1000, -1000, 3000, -1000, -2000, 1.14185e+06, 259.986, 
1000, -1000, 3000, 1000, -4000, 1.14311e+06, 258.955, 
1000, -1000, 5000, -3000, -2000, 1.12285e+06, 258.757, 
1000, -1000, 5000, -1000, -4000, 1.12709e+06, 255.105, 
1000, 1000, -5000, -1000, 4000, 1.0824e+06, 411.563, 
1000, 1000, -5000, 1000, 2000, 1.08719e+06, 411.822, 
1000, 1000, -5000, 3000, 0, 1.08829e+06, 408.644, 
1000, 1000, -5000, 5000, -2000, 1.08604e+06, 405.923, 
1000, 1000, -3000, -3000, 4000, 1.11586e+06, 434.733, 
1000, 1000, -3000, -1000, 2000, 1.12266e+06, 439.495, 
1000, 1000, -3000, 1000, 0, 1.12685e+06, 440.612, 
1000, 1000, -3000, 3000, -2000, 1.12673e+06, 437.271, 
1000, 1000, -3000, 5000, -4000, 1.12286e+06, 434.446, 
1000, 1000, -1000, -3000, 2000, 1.147e+06, 342.13, 
1000, 1000, -1000, -1000, 0, 1.15339e+06, 341.833, 
1000, 1000, -1000, 1000, -2000, 1.15614e+06, 338.618, 
1000, 1000, -1000, 3000, -4000, 1.1543e+06, 336.598, 
1000, 1000, 1000, -3000, 0, 1.1517e+06, 272.151, 
1000, 1000, 1000, -1000, -2000, 1.15662e+06, 270.183, 
1000, 1000, 1000, 1000, -4000, 1.15755e+06, 265.44, 
1000, 1000, 3000, -3000, -2000, 1.14112e+06, 262.715, 
1000, 1000, 3000, -1000, -4000, 1.14473e+06, 263.084, 
1000, 1000, 5000, -3000, -4000, 1.12619e+06, 258.023, 
1000, 3000, -5000, -3000, 4000, 1.0879e+06, 411.255, 
1000, 3000, -5000, -1000, 2000, 1.09541e+06, 416.886, 
1000, 3000, -5000, 1000, 0, 1.09803e+06, 413.238, 
1000, 3000, -5000, 3000, -2000, 1.09746e+06, 409.558, 
1000, 3000, -5000, 5000, -4000, 1.09313e+06, 406.326, 
1000, 3000, -3000, -3000, 2000, 1.13021e+06, 436.158, 
1000, 3000, -3000, -1000, 0, 1.13523e+06, 436.343, 
1000, 3000, -3000, 1000, -2000, 1.13731e+06, 435.653, 
1000, 3000, -3000, 3000, -4000, 1.13554e+06, 430.764, 
1000, 3000, -1000, -3000, 0, 1.15543e+06, 313.613, 
1000, 3000, -1000, -1000, -2000, 1.15988e+06, 312.776, 
1000, 3000, -1000, 1000, -4000, 1.15995e+06, 311.251, 
1000, 3000, 1000, -3000, -2000, 1.15525e+06, 267.944, 
1000, 3000, 1000, -1000, -4000, 1.15775e+06, 265.122, 
1000, 3000, 3000, -3000, -4000, 1.1425e+06, 262.791, 
1000, 5000, -5000, -3000, 2000, 1.09936e+06, 413.242, 
1000, 5000, -5000, -1000, 0, 1.10448e+06, 411.863, 
1000, 5000, -5000, 1000, -2000, 1.10527e+06, 414.026, 
1000, 5000, -5000, 3000, -4000, 1.10284e+06, 410.945, 
1000, 5000, -3000, -3000, 0, 1.141e+06, 420.103, 
1000, 5000, -3000, -1000, -2000, 1.14488e+06, 419.905, 
1000, 5000, -3000, 1000, -4000, 1.14456e+06, 418.413, 
1000, 5000, -1000, -3000, -2000, 1.15914e+06, 295.547, 
1000, 5000, -1000, -1000, -4000, 1.16149e+06, 290.342, 
1000, 5000, 1000, -3000, -4000, 1.15496e+06, 267.757, 
3000, -5000, -5000, 3000, 4000, 1.04284e+06, 385.264, 
3000, -5000, -5000, 5000, 2000, 1.04451e+06, 386.849, 
3000, -5000, -3000, 1000, 4000, 1.07547e+06, 404.679, 
3000, -5000, -3000, 3000, 2000, 1.07943e+06, 404.284, 
3000, -5000, -3000, 5000, 0, 1.07966e+06, 399.808, 
3000, -5000, -1000, -1000, 4000, 1.10608e+06, 404.84, 
3000, -5000, -1000, 1000, 2000, 1.11225e+06, 404.939, 
3000, -5000, -1000, 3000, 0, 1.11495e+06, 404.282, 
3000, -5000, -1000, 5000, -2000, 1.11418e+06, 401.651, 
3000, -5000, 1000, -3000, 4000, 1.11798e+06, 287.687, 
3000, -5000, 1000, -1000, 2000, 1.12667e+06, 285.153, 
3000, -5000, 1000, 1000, 0, 1.13212e+06, 283.758, 
3000, -5000, 1000, 3000, -2000, 1.13338e+06, 282.631, 
3000, -5000, 1000, 5000, -4000, 1.13107e+06, 276.425, 
3000, -5000, 3000, -3000, 2000, 1.11408e+06, 248.831, 
3000, -5000, 3000, -1000, 0, 1.12171e+06, 246.829, 
3000, -5000, 3000, 1000, -2000, 1.12559e+06, 245.634, 
3000, -5000, 3000, 3000, -4000, 1.12522e+06, 241.362, 
3000, -5000, 5000, -3000, 0, 1.1024e+06, 244.945, 
3000, -5000, 5000, -1000, -2000, 1.10844e+06, 243.633, 
3000, -5000, 5000, 1000, -4000, 1.11127e+06, 239.051, 
3000, -3000, -5000, 1000, 4000, 1.05639e+06, 396.447, 
3000, -3000, -5000, 3000, 2000, 1.05972e+06, 396.881, 
3000, -3000, -5000, 5000, 0, 1.05956e+06, 394.657, 
3000, -3000, -3000, -1000, 4000, 1.08904e+06, 420.113, 
3000, -3000, -3000, 1000, 2000, 1.09405e+06, 418.915, 
3000, -3000, -3000, 3000, 0, 1.09614e+06, 415.89, 
3000, -3000, -3000, 5000, -2000, 1.0949e+06, 414.845, 
3000, -3000, -1000, -3000, 4000, 1.11639e+06, 392.749, 
3000, -3000, -1000, -1000, 2000, 1.12433e+06, 391.325, 
3000, -3000, -1000, 1000, 0, 1.12904e+06, 390.348, 
3000, -3000, -1000, 3000, -2000, 1.12977e+06, 390.612, 
3000, -3000, -1000, 5000, -4000, 1.12728e+06, 388.714, 
3000, -3000, 1000, -3000, 2000, 1.13142e+06, 275.653, 
3000, -3000, 1000, -1000, 0, 1.13891e+06, 273.402, 
3000, -3000, 1000, 1000, -2000, 1.14221e+06, 271.405, 
3000, -3000, 1000, 3000, -4000, 1.14134e+06, 268.407, 
3000, -3000, 3000, -3000, 0, 1.12449e+06, 255.163, 
3000, -3000, 3000, -1000, -2000, 1.13022e+06, 253.612, 
3000, -3000, 3000, 1000, -4000, 1.13206e+06, 249.061, 
3000, -3000, 5000, -3000, -2000, 1.11096e+06, 252.987, 
3000, -3000, 5000, -1000, -4000, 1.11549e+06, 247.867, 
3000, -1000, -5000, -1000, 4000, 1.06736e+06, 406.895, 
3000, -1000, -5000, 1000, 2000, 1.07186e+06, 400.068, 
3000, -1000, -5000, 3000, 0, 1.07355e+06, 401.559, 
3000, -1000, -5000, 5000, -2000, 1.07145e+06, 401.901, 
3000, -1000, -3000, -3000, 4000, 1.09867e+06, 427.236, 
3000, -1000, -3000, -1000, 2000, 1.10573e+06, 431.948, 
3000, -1000, -3000, 1000, 0, 1.10957e+06, 428.04, 
3000, -1000, -3000, 3000, -2000, 1.10998e+06, 426.29, 
3000, -1000, -3000, 5000, -4000, 1.10674e+06, 428.093, 
3000, -1000, -1000, -3000, 2000, 1.13237e+06, 367.394, 
3000, -1000, -1000, -1000, 0, 1.13925e+06, 368.43, 
3000, -1000, -1000, 1000, -2000, 1.14148e+06, 369.353, 
3000, -1000, -1000, 3000, -4000, 1.1406e+06, 363.3, 
3000, -1000, 1000, -3000, 0, 1.14125e+06, 270.075, 
3000, -1000, 1000, -1000, -2000, 1.14681e+06, 267.61, 
3000, -1000, 1000, 1000, -4000, 1.1477e+06, 267.269, 
3000, -1000, 3000, -3000, -2000, 1.13113e+06, 260.349, 
3000, -1000, 3000, -1000, -4000, 1.13484e+06, 253.151, 
3000, -1000, 5000, -3000, -4000, 1.11599e+06, 255.18, 
3000, 1000, -5000, -3000, 4000, 1.0743e+06, 411.325, 
3000, 1000, -5000, -1000, 2000, 1.0811e+06, 408.222, 
3000, 1000, -5000, 1000, 0, 1.08416e+06, 405.843, 
3000, 1000, -5000, 3000, -2000, 1.08384e+06, 404.341, 
3000, 1000, -5000, 5000, -4000, 1.07982e+06, 403.664, 
3000, 1000, -3000, -3000, 2000, 1.11458e+06, 433.065, 
3000, 1000, -3000, -1000, 0, 1.1203e+06, 433.783, 
3000, 1000, -3000, 1000, -2000, 1.12196e+06, 435.867, 
3000, 1000, -3000, 3000, -4000, 1.12001e+06, 430.442, 
3000, 1000, -1000, -3000, 0, 1.14346e+06, 341.533, 
3000, 1000, -1000, -1000, -2000, 1.14857e+06, 336.741, 
3000, 1000, -1000, 1000, -4000, 1.14891e+06, 335.861, 
3000, 1000, 1000, -3000, -2000, 1.14657e+06, 265.802, 
3000, 1000, 1000, -1000, -4000, 1.14979e+06, 264.326, 
3000, 1000, 3000, -3000, -4000, 1.13398e+06, 260.322, 
3000, 3000, -5000, -3000, 2000, 1.0867e+06, 408.271, 
3000, 3000, -5000, -1000, 0, 1.09183e+06, 410.219, 
3000, 3000, -5000, 1000, -2000, 1.0927e+06, 409.19, 
3000, 3000, -5000, 3000, -4000, 1.09055e+06, 405.563, 
3000, 3000, -3000, -3000, 0, 1.12691e+06, 432.093, 
3000, 3000, -3000, -1000, -2000, 1.13116e+06, 434.442, 
3000, 3000, -3000, 1000, -4000, 1.13103e+06, 431.03, 
3000, 3000, -1000, -3000, -2000, 1.15032e+06, 309.123, 
3000, 3000, -1000, -1000, -4000, 1.15316e+06, 307.05, 
3000, 3000, 1000, -3000, -4000, 1.14811e+06, 264.407, 
3000, 5000, -5000, -3000, 0, 1.0958e+06, 411.083, 
3000, 5000, -5000, -1000, -2000, 1.09932e+06, 407.573, 
3000, 5000, -5000, 1000, -4000, 1.09888e+06, 405.913, 
3000, 5000, -3000, -3000, -2000, 1.136e+06, 418.421, 
3000, 5000, -3000, -1000, -4000, 1.13775e+06, 414.525, 
3000, 5000, -1000, -3000, -4000, 1.15235e+06, 288.304, 
5000, -5000, -5000, 1000, 4000, 1.03757e+06, 383.412, 
5000, -5000, -5000, 3000, 2000, 1.04041e+06, 383.225, 
5000, -5000, -5000, 5000, 0, 1.04073e+06, 379.668, 
5000, -5000, -3000, -1000, 4000, 1.0675e+06, 401.873, 
5000, -5000, -3000, 1000, 2000, 1.07274e+06, 399.623, 
5000, -5000, -3000, 3000, 0, 1.07545e+06, 399.442, 
5000, -5000, -3000, 5000, -2000, 1.07423e+06, 398.432, 
5000, -5000, -1000, -3000, 4000, 1.09473e+06, 396.045, 
5000, -5000, -1000, -1000, 2000, 1.10282e+06, 397.066, 
5000, -5000, -1000, 1000, 0, 1.10796e+06, 399.003, 
5000, -5000, -1000, 3000, -2000, 1.10856e+06, 401.341, 
5000, -5000, -1000, 5000, -4000, 1.10609e+06, 398.017, 
5000, -5000, 1000, -3000, 2000, 1.11467e+06, 283.759, 
5000, -5000, 1000, -1000, 0, 1.12199e+06, 283.624, 
5000, -5000, 1000, 1000, -2000, 1.12552e+06, 282.197, 
5000, -5000, 1000, 3000, -4000, 1.12558e+06, 275.692, 
5000, -5000, 3000, -3000, 0, 1.10938e+06, 244.533, 
5000, -5000, 3000, -1000, -2000, 1.11544e+06, 244.683, 
5000, -5000, 3000, 1000, -4000, 1.11743e+06, 238.112, 
5000, -5000, 5000, -3000, -2000, 1.09593e+06, 240.376, 
5000, -5000, 5000, -1000, -4000, 1.10066e+06, 237.974, 
5000, -3000, -5000, -1000, 4000, 1.04912e+06, 390.658, 
5000, -3000, -5000, 1000, 2000, 1.05425e+06, 391.808, 
5000, -3000, -5000, 3000, 0, 1.05574e+06, 393.013, 
5000, -3000, -5000, 5000, -2000, 1.05413e+06, 390.761, 
5000, -3000, -3000, -3000, 4000, 1.07824e+06, 415.913, 
5000, -3000, -3000, -1000, 2000, 1.08624e+06, 415.369, 
5000, -3000, -3000, 1000, 0, 1.08984e+06, 411.745, 
5000, -3000, -3000, 3000, -2000, 1.0904e+06, 411.906, 
5000, -3000, -3000, 5000, -4000, 1.08739e+06, 412.937, 
5000, -3000, -1000, -3000, 2000, 1.11322e+06, 390.658, 
5000, -3000, -1000, -1000, 0, 1.11983e+06, 388.88, 
5000, -3000, -1000, 1000, -2000, 1.12299e+06, 388.465, 
5000, -3000, -1000, 3000, -4000, 1.12215e+06, 386.712, 
5000, -3000, 1000, -3000, 0, 1.127e+06, 270.797, 
5000, -3000, 1000, -1000, -2000, 1.13257e+06, 269.68, 
5000, -3000, 1000, 1000, -4000, 1.13403e+06, 265.192, 
5000, -3000, 3000, -3000, -2000, 1.11812e+06, 251.715, 
5000, -3000, 3000, -1000, -4000, 1.12227e+06, 250.771, 
5000, -3000, 5000, -3000, -4000, 1.10295e+06, 245.738, 
5000, -1000, -5000, -3000, 4000, 1.05776e+06, 399.442, 
5000, -1000, -5000, -1000, 2000, 1.06453e+06, 400.286, 
5000, -1000, -5000, 1000, 0, 1.06786e+06, 398.433, 
5000, -1000, -5000, 3000, -2000, 1.06749e+06, 399.049, 
5000, -1000, -5000, 5000, -4000, 1.06382e+06, 396.35, 
5000, -1000, -3000, -3000, 2000, 1.09534e+06, 422.061, 
5000, -1000, -3000, -1000, 0, 1.10112e+06, 426.145, 
5000, -1000, -3000, 1000, -2000, 1.10332e+06, 428.432, 
5000, -1000, -3000, 3000, -4000, 1.10196e+06, 425.583, 
5000, -1000, -1000, -3000, 0, 1.12762e+06, 366.975, 
5000, -1000, -1000, -1000, -2000, 1.13244e+06, 363.249, 
5000, -1000, -1000, 1000, -4000, 1.13339e+06, 364.988, 
5000, -1000, 1000, -3000, -2000, 1.13482e+06, 266.36, 
5000, -1000, 1000, -1000, -4000, 1.1382e+06, 261.725, 
5000, -1000, 3000, -3000, -4000, 1.12299e+06, 254.013, 
5000, 1000, -5000, -3000, 2000, 1.07181e+06, 404.806, 
5000, 1000, -5000, -1000, 0, 1.07669e+06, 405.468, 
5000, 1000, -5000, 1000, -2000, 1.07782e+06, 401.941, 
5000, 1000, -5000, 3000, -4000, 1.07606e+06, 401.037, 
5000, 1000, -3000, -3000, 0, 1.10969e+06, 430.479, 
5000, 1000, -3000, -1000, -2000, 1.11381e+06, 431.824, 
5000, 1000, -3000, 1000, -4000, 1.11416e+06, 432.322, 
5000, 1000, -1000, -3000, -2000, 1.13748e+06, 333.38, 
5000, 1000, -1000, -1000, -4000, 1.14011e+06, 333.799, 
5000, 1000, 1000, -3000, -4000, 1.13835e+06, 262.728, 
5000, 3000, -5000, -3000, 0, 1.08223e+06, 406.393, 
5000, 3000, -5000, -1000, -2000, 1.08585e+06, 408.7, 
5000, 3000, -5000, 1000, -4000, 1.0849e+06, 403.975, 
5000, 3000, -3000, -3000, -2000, 1.12059e+06, 429.594, 
5000, 3000, -3000, -1000, -4000, 1.12243e+06, 426.596, 
5000, 3000, -1000, -3000, -4000, 1.14193e+06, 304.949, 
5000, 5000, -5000, -3000, -2000, 1.09006e+06, 404.193, 
5000, 5000, -5000, -1000, -4000, 1.09145e+06, 403.105, 
5000, 5000, -3000, -3000, -4000, 1.12782e+06, 407.977, 
